Na2O,MgO,Al2O3,SiO2,P2O5,SO3,Cl,K2O,CaO,TiO2,Cr2O3,MnO,FeO,Ni,Zn,Br,Filename,Sol
2.58,5.22,10.17,53.1,0.75,3.27,0.87,1.34,2.74,1.17,0.34,0.34,17.79,0.0771,0.1338,0.0321,apb_613331309rwp24310760000_______p1.csv,2431
2.53,4.92,8.62,46.88,1.08,3.2,1.05,1.06,2.46,1.1,0.31,0.21,26.24,0.0849,0.1384,0.0382,apb_613352921rwp24320760000_______p1.csv,2432
2.72,4.56,9.67,51.38,0.65,2.86,1.07,1.25,2.52,1.09,0.32,0.15,21.42,0.0985,0.1311,0.0448,apb_613565157rwp24340760274_______p1.csv,2434
2.57,8.97,9.14,42.8,0.8,3.83,0.61,0.54,6.56,1.15,0.69,0.4,21.8,0.0542,0.0432,0.0045,apb_613868895rwp24370760832_______p1.csv,2437
2.57,7.36,9.09,46.2,0.86,3.75,0.75,0.84,4.86,1.11,0.46,0.23,21.66,0.0628,0.0639,0.0088,apb_613859700rwp24370760832_______p1.csv,2437
2.59,5.51,9.07,48.53,0.73,4.15,0.91,1.01,3.04,1.13,0.36,0.14,22.52,0.0854,0.1172,0.0462,apb_613887342rwp24380760832_______p1.csv,2438
2.61,5.01,9.39,48.83,0.67,3.68,1.12,1.36,2.8,1.14,0.34,0.1,22.66,0.0883,0.1217,0.0038,apb_614225160rwp24410760988_______p1.csv,2441
2.39,8.06,8.86,42.92,0.97,6.7,1.27,0.65,5.37,1.15,0.34,0.27,20.45,0.0725,0.2922,0.045,apb_614398505rwp24430760988_______p1.csv,2443
2.32,7.82,8.5,42.99,1.01,7.38,1.16,0.54,5.83,1.13,0.31,0.38,20.11,0.0707,0.3362,0.0426,apb_614322703rwp24430760988_______p1.csv,2443
2.26,7.14,8.3,42.73,0.97,9.77,1.09,0.58,6.51,1.05,0.28,0.28,18.55,0.0684,0.3122,0.0406,apb_614417247rwp24440760988_______p1.csv,2444
2.34,6.98,8.57,43.65,0.75,8.19,1.41,0.71,5.96,1.1,0.32,0.27,19.17,0.0712,0.372,0.0492,apb_614675172rwp24460760988_______p1.csv,2446
2.41,4.49,9.25,50.77,0.69,3.22,1.05,1.24,2.51,1.14,0.3,0.08,22.48,0.0692,0.1063,0.0719,apb_614898184rwp24490761300_______p1.csv,2449
2.3,6.22,7.97,38.44,1.31,11.27,1.43,0.64,7.81,1.11,0.34,0.7,19.96,0.0655,0.2861,0.0602,apb_615032536rwp24500761384_______p1.csv,2450
2.13,6.2,8.5,43.31,1.19,7.25,0.96,0.68,5.64,1.08,0.31,1.25,20.69,0.0697,0.4465,0.0159,apb_615013954rwp24500761384_______p1.csv,2450
2.32,6.12,9.14,47.38,1,5.25,1.18,0.86,4.57,1.18,0.36,0.29,19.87,0.0861,0.2743,0.0272,apb_615209762rwp24520761384_______p1.csv,2452
2.23,6.67,8.5,48.63,0.69,4.77,1.49,1.07,3.24,1.03,0.35,0.12,20.63,0.0997,0.2778,0.1184,apb_615342035rwp24540761576_______p1.csv,2454
2.48,7.55,8.76,45.54,0.74,6.28,1.5,0.81,4.62,1.04,0.33,0.2,19.5,0.0922,0.2506,0.0544,apb_615727983rwp24580761666_______p1.csv,2458
2.26,6.62,8.41,46.53,0.81,6.26,1.34,0.94,4.57,1.18,0.35,0.22,19.97,0.0837,0.269,0.1056,apb_615748230rwp24590761666_______p1.csv,2459
2.46,7.77,9.09,46.57,0.95,4.83,1.38,0.76,4.2,1.13,0.37,0.25,19.72,0.0761,0.2861,0.0779,apb_615989857rwp24610761714_______p1.csv,2461
2.35,6.97,8.8,45.43,0.97,6.55,1.43,0.78,4.7,1.02,0.31,0.3,19.87,0.0815,0.2723,0.0418,apb_616009640rwp24620761714_______p1.csv,2462
2.43,7.22,9.29,47.38,0.7,4.63,1.68,0.85,4.07,1.06,0.37,0.16,19.59,0.0891,0.3097,0.0591,apb_616142179rwp24630761714_______p1.csv,2463
2.48,7.56,8.78,46.39,0.84,5.44,1.6,0.82,4.36,1.12,0.34,0.22,19.61,0.0848,0.2034,0.0793,apb_616363943rwp24650761786_______p1.csv,2465
2.59,6.83,9.09,46.54,1.35,4.3,1.92,1.12,3.38,1.14,0.35,0.42,20.49,0.0964,0.1953,0.0754,apb_616345120rwp24650761786_______p1.csv,2465
2.53,5.27,9.5,48.61,0.74,3.78,1.02,1.23,2.93,1.08,0.33,0.06,22.61,0.0773,0.1196,0.0141,apb_616586675rwp24680762080_______p1.csv,2468
2.3,5.69,9.25,48.41,0.74,5.64,1.64,1.11,4.41,1.16,0.35,0.13,18.84,0.0924,0.1297,0.0322,apb_616798459rwp24700762194_______p1.csv,2470
2.35,6.16,8.64,47.39,1.05,6.56,1.31,1.04,4.61,1.17,0.36,0.17,18.8,0.0907,0.1348,0.0831,apb_616816920rwp24710762194_______p1.csv,2471
2.22,6.19,8.24,47.03,0.82,5.02,1.71,1.15,3.7,1.17,0.34,0.15,21.79,0.1023,0.1391,0.1064,apb_616976325rwp24720762194_______p1.csv,2472
2.51,5.86,9.14,48.72,0.93,5.13,1.82,1.1,3.92,1.18,0.37,0.15,18.75,0.0939,0.1223,0.0967,apb_616995092rwp24730762194_______p1.csv,2473
2.54,5.81,8.82,46.93,0.81,4.59,1.53,1.17,3.34,1.14,0.33,0.09,22.48,0.0882,0.1086,0.1024,apb_617150566rwp24740762360_______p1.csv,2474
2.53,5.13,8.55,44.14,0.88,8.67,1.47,1.09,5.83,1.08,0.33,0.11,19.91,0.0851,0.0886,0.0144,apb_617170446rwp24750762360_______p1.csv,2475
2.49,7.76,8.6,44.61,0.9,5.82,1.22,0.75,5.15,0.96,0.42,0.33,20.42,0.1026,0.165,0.0343,apb_617382099rwp24770762672_______p1.csv,2477
2.35,7,8.49,45.14,0.72,5.8,1.37,1.01,4.21,1.14,0.33,0.17,21.88,0.0949,0.1364,0.0633,apb_617506501rwp24780762810_______p1.csv,2478
2.44,6.85,8.56,45.36,0.81,5.55,1.43,1.06,3.99,1.12,0.34,0.17,21.91,0.0974,0.1382,0.0679,apb_617525083rwp24790762810_______p1.csv,2479
2.35,6.12,8.75,47.88,0.78,5.47,1.47,1.19,4.12,1.15,0.36,0.19,19.71,0.0955,0.1837,0.0832,apb_617861737rwp24820763002_______p1.csv,2482
2.31,5.69,9.07,49.19,0.79,4.25,1.45,1.29,3.49,1.16,0.35,0.17,20.37,0.0961,0.1819,0.0685,apb_617883018rwp24830763002_______p1.csv,2483
2.28,6.32,8.3,45.51,0.81,7.3,1.29,1.07,5.09,1.1,0.34,0.18,19.93,0.0963,0.1759,0.0922,apb_617970495rwp24840763002_______p1.csv,2484
2.55,6.93,9.02,44.45,0.8,5.44,0.98,0.95,4.73,1.16,0.41,0.24,22.05,0.0869,0.1037,0.0219,apb_621494110rwp25230763002_______p1.csv,2523
2.18,5.74,8.41,43.87,0.81,6.37,0.78,1.07,5.03,1.21,0.39,0.27,23.46,0.1042,0.1834,0.0281,apb_621513474rwp25240763002_______p1.csv,2524
2.53,7.87,9,44,0.91,5.08,0.99,0.82,4.94,1.06,0.38,0.27,21.85,0.0706,0.0763,0.0233,apb_621673790rwp25250763002_______p1.csv,2525
2.14,5.41,8.59,47.38,0.77,4.13,0.49,1.28,3.85,1.3,0.4,0.22,23.57,0.1168,0.2327,0.0153,apb_621603535rwp25250763002_______p1.csv,2525
2.56,7.36,8.85,44.13,0.84,4.82,0.96,0.81,4.83,1.09,0.43,0.23,22.82,0.1011,0.0656,0.0202,apb_621693272rwp25260763002_______p1.csv,2526
2.05,5.27,7.5,39.66,0.88,11.6,0.8,0.99,8.25,1.1,0.34,0.38,20.74,0.0918,0.2137,0.029,apb_623889034rwp25500763002_______p1.csv,2550
2.03,5.44,7.61,40.34,0.93,10.67,1.04,1,7.66,1.11,0.37,0.38,20.96,0.0961,0.2207,0.0487,apb_623909132rwp25500763002_______p1.csv,2550
1.81,4.63,7.3,38.64,0.69,13.17,0.71,1.04,9.66,1.14,0.36,0.25,20.16,0.1006,0.2372,0.0082,apb_624014555rwp25520763002_______p1.csv,2552
2.04,5.44,7.68,41.68,0.84,9.32,0.55,1.11,6.71,1.22,0.39,0.29,22.23,0.1056,0.2651,0.024,apb_624170920rwp25530763002_______p1.csv,2553
2.7,8.39,9.34,43.26,0.85,5.19,0.8,0.58,6.34,1.02,0.47,0.31,20.56,0.0645,0.0392,0.0121,apb_624601021rwp25580770070_______p1.csv,2558
2.56,5.97,9.09,47.27,0.75,4.47,0.91,1.05,3.47,1.1,0.33,0.12,22.68,0.084,0.0626,0.0088,apb_624537048rwp25580770070_______p1.csv,2558
2.58,8.78,8.67,40.62,0.86,6.2,0.72,0.48,6.71,1.14,0.56,0.4,22.1,0.0727,0.0467,0.0168,apb_624628315rwp25590770070_______p1.csv,2559
2.73,7.42,9.07,44.53,0.82,5.05,0.98,0.67,4.93,1.03,0.42,0.25,21.84,0.0727,0.0587,0.0119,apb_625017467rwp25630770292_______p1.csv,2563
2.62,9.73,9.1,42.72,0.77,4.08,0.58,0.45,7.22,0.99,0.53,0.44,20.63,0.057,0.0213,0.0022,apb_625134162rwp25640770328_______p1.csv,2564
2.64,4.78,9.23,49.01,0.76,3.65,1.34,1.17,2.93,1.14,0.32,0.1,22.67,0.077,0.0709,0.0254,apb_625157217rwp25650770328_______p1.csv,2565
2.4,6.42,8.67,43.97,0.88,8.56,1.38,0.93,5.53,1.15,0.31,0.1,19.45,0.0882,0.0651,0.0202,apb_625398743rwp25670770574_______p1.csv,2567
2.43,5.11,8.71,47.71,1.13,6.3,1.39,1.03,4.3,1.08,0.31,0.11,20.09,0.0949,0.0622,0.0617,apb_625423737rwp25680770574_______p1.csv,2568
2.5,5.99,8.86,48,0.93,4.98,1.6,1.06,3.59,1.06,0.34,0.13,20.64,0.0826,0.0887,0.0597,apb_625636002rwp25700770910_______p1.csv,2570
2.46,7.11,8.33,44.34,0.97,8.66,1.21,0.79,6,1.03,0.29,0.14,18.2,0.082,0.0874,0.0428,apb_625820865rwp25720771006_______p1.csv,2572
2.47,5.91,8.09,41.51,0.9,12.15,1.24,0.75,8.14,0.98,0.28,0.16,17.22,0.056,0.0632,0.0183,apb_626024056rwp25740771070_______p1.csv,2574
2.31,4.78,8.36,47.96,0.85,6.17,1.47,1.05,4.21,1.05,0.3,0.19,20.91,0.096,0.1037,0.1125,apb_626046660rwp25750771070_______p1.csv,2575
2.51,5.71,9.29,50.55,0.81,4.5,1.09,1.06,3.67,1.19,0.38,0.14,18.83,0.0898,0.0694,0.0092,apb_626259154rwp25770771416_______p1.csv,2577
2.4,6.4,8.17,45.65,0.8,7.61,1.1,0.95,4.79,1.05,0.32,0.17,20.15,0.1115,0.134,0.0573,apb_626440165rwp25790771560_______p1.csv,2579
2.55,7.68,8.78,44.08,1.04,9.72,1.09,0.66,6.95,1.12,0.31,0.22,15.52,0.0729,0.121,0.0084,apb_626641496rwp25810771560_______p1.csv,2581
2.32,7.09,8.77,47.26,0.89,6.54,1.16,0.78,4.76,1.15,0.38,0.2,18.27,0.0892,0.1452,0.0209,apb_626660003rwp25810771560_______p1.csv,2581
2.4,6.3,8.84,46.37,0.93,7.98,1.2,0.85,4.95,1.11,0.33,0.21,18.26,0.0857,0.1191,0.0078,apb_626841973rwp25840771626_______p1.csv,2584
2.25,5.4,9.41,48.06,0.94,6.69,1.31,0.92,4.44,1.09,0.34,0.12,18.72,0.0935,0.1175,0.0128,apb_626996093rwp25850771626_______p1.csv,2585
2.52,7.65,8.53,45.29,0.93,7.32,1.32,0.72,5.22,1.14,0.36,0.22,18.42,0.084,0.1187,0.0747,apb_627024163rwp25860771626_______p1.csv,2586
2.52,6.15,8.6,45.24,1.07,7.53,1.23,0.83,5.12,1.02,0.29,0.14,19.89,0.0841,0.0566,0.0534,apb_627177269rwp25870771926_______p1.csv,2587
2.44,5.13,8.61,45.81,1.11,8.32,1.15,0.92,5.06,1.05,0.3,0.13,19.72,0.0917,0.0595,0.0075,apb_627195851rwp25880771926_______p1.csv,2588
2.56,5.24,9.2,49.57,0.88,5.15,1.19,1.02,3.52,1,0.31,0.08,19.85,0.09,0.0505,0.0256,apb_627414857rwp25900772038_______p1.csv,2590
2.48,5.48,8.63,45.52,1.11,7.85,1.16,0.98,5.17,1.14,0.32,0.12,19.81,0.0723,0.0609,0.0157,apb_627529032rwp25910772254_______p1.csv,2591
2.58,5.16,9.34,49.73,0.78,4.3,1.09,1.15,3.33,1.14,0.33,0.09,20.71,0.0727,0.0675,0.0348,apb_627532959rwp25910772254_______p1.csv,2591
2.52,5.6,8.53,47.37,0.97,6.08,1.17,0.99,4.44,1.11,0.32,0.12,20.42,0.0757,0.0644,0.1184,apb_627550085rwp25920772254_______p1.csv,2592
2.52,9.37,8.63,43.66,0.75,3.71,0.69,0.56,6.12,0.99,0.5,0.33,21.86,0.0692,0.036,0.0198,apb_627796917rwp25940772540_______p1.csv,2594
2.53,8.22,8.94,44.53,0.8,3.9,0.91,0.74,4.99,1.09,0.45,0.27,22.32,0.0703,0.0513,0.0529,apb_627805016rwp25940772540_______p1.csv,2594
2.59,5.87,8.96,47.95,0.85,3.66,1.07,1.02,3.5,1.14,0.41,0.17,22.52,0.0822,0.0658,0.0407,apb_627825408rwp25950772540_______p1.csv,2595
2.46,4.34,9.64,53.17,1.25,3.58,1.56,1.12,2.76,1.16,0.34,0.09,18.21,0.0915,0.0877,0.0604,apb_628094883rwp25980772786_______p1.csv,2598
2.65,5.98,9.15,47.98,0.96,5.49,1.52,1.01,3.8,1.07,0.32,0.12,19.65,0.0918,0.0885,0.0285,apb_628421252rwp26010772786_______p1.csv,2601
2.32,4.95,8.5,45.9,1.06,9.9,1.18,0.94,5.95,1.04,0.3,0.11,17.58,0.0855,0.0848,0.0218,apb_628446614rwp26020772786_______p1.csv,2602
2.38,5.73,9.1,47.98,1.03,6.37,1.11,0.94,4.19,1.03,0.26,0.18,19.38,0.089,0.1147,0.0165,apb_628657809rwp26040772954_______p1.csv,2604
2.64,6.45,8.99,48.25,0.81,6.37,1.46,0.87,4.19,1.19,0.38,0.15,17.87,0.0895,0.1274,0.0435,apb_628832632rwp26060780000_______p1.csv,2606
1.68,15.63,5.08,36.84,0.83,9.4,1.22,0.37,4.74,0.44,0.68,0.35,22.42,0.2623,0.0126,0.0066,apb_629039906rwp26080780138_______p1.csv,2608
2.16,4.23,8.47,46.69,0.76,10.78,0.94,1.02,5.55,1.06,0.3,0.11,17.64,0.0732,0.0894,0.0213,apb_629058433rwp26080780138_______p1.csv,2608
2.31,5.09,8.89,47.28,0.81,8.94,1.27,0.95,5.08,1.05,0.33,0.11,17.53,0.0783,0.1287,0.0019,apb_629278054rwp26110780216_______p1.csv,2611
2.51,6.76,8.93,44.21,0.81,7.88,1.14,0.62,5.13,1.07,0.33,0.19,20.12,0.1073,0.1074,0.0122,apb_629454778rwp26130780486_______p1.csv,2613
2.51,6.17,8.64,45.74,0.8,8.99,1.05,0.66,5.85,0.99,0.28,0.12,17.75,0.0848,0.0781,0.0189,apb_629720148rwp26160780612_______p1.csv,2616
3.22,8.74,9.16,44.42,0.9,3.23,0.74,1.21,7.25,0.77,0.63,0.48,19.13,0.0293,0.0373,0.0057,apb_631100430rwp26310781002_______p1.csv,2631
2.42,5.95,8.67,45.48,0.86,10.22,0.72,0.73,6.37,0.86,0.27,0.25,16.69,0.0772,0.1332,0.0178,apb_631081292rwp26310781002_______p1.csv,2631
3.05,6.3,9.83,51.62,1.15,2.26,0.5,0.91,5.8,0.94,0.28,0.32,16.76,0.0587,0.1547,0.0089,apb_631897966rwp26400781160_______p1.csv,2640
3.36,7.44,9.09,45.49,1.13,2.66,0.66,2.28,7.05,1.01,0.32,0.43,18.72,0.0889,0.1876,0.0038,apb_631981246rwp26410781160_______p1.csv,2641
1.66,7.53,5.2,24.55,0.69,8.55,1.81,0.21,3.59,0.43,0.08,5.11,40.12,0.056,0.263,0.0519,apb_632061330rwp26420781160_______p1.csv,2642
4.17,7.89,10.2,46.64,1.31,1.9,0.58,2.37,6,0.92,0.28,0.35,17.06,0.0716,0.1367,0.0074,apb_632079896rwp26430781160_______p1.csv,2643
2.38,5.87,9.05,48.86,0.98,6.39,1.3,0.78,4.12,1.01,0.25,0.13,18.61,0.0838,0.081,0.0356,apb_632296974rwp26450781442_______p1.csv,2645
2.61,5.75,9.42,49.86,0.88,6.63,1.25,0.84,3.94,1,0.34,0.1,16.93,0.091,0.0984,0.0054,apb_632473001rwp26470781652_______p1.csv,2647
2.18,5.63,9.19,47.36,1.26,8.34,0.95,0.82,3.37,0.98,0.3,0.18,19.03,0.0878,0.096,0.0065,apb_633035146rwp26530781652_______p1.csv,2653
2.68,4.98,8.86,50.02,0.92,5.86,1.71,0.88,3.93,1.08,0.31,0.14,18.27,0.0898,0.0946,0.104,apb_633053713rwp26530781652_______p1.csv,2653
2.62,6.91,9.02,46.9,0.95,6.62,1.22,0.79,4.15,1.03,0.31,0.15,18.79,0.0926,0.089,0.054,apb_633302146rwp26560781946_______p1.csv,2656
2.19,4.02,8.88,49.18,0.91,8.95,0.77,0.94,5.59,1.06,0.29,0.11,16.84,0.0845,0.0907,0.0075,apb_633324079rwp26570781946_______p1.csv,2657
2.28,6.16,8.32,43.75,0.86,10.11,0.86,0.68,6.55,0.94,0.3,0.2,18.52,0.0981,0.0659,0.0042,apb_633449886rwp26580782228_______p1.csv,2658
2.9,8.61,9.43,44.84,0.95,8.56,0.71,0.7,6.2,0.97,0.32,0.33,15.22,0.075,0.1145,0.0032,apb_633539427rwp26590782444_______p1.csv,2659
2.58,8.01,8.12,36.15,0.87,13.49,1.34,0.37,7.7,0.94,0.28,0.27,19.49,0.1153,0.1403,0.0397,apb_633656010rwp26600782684_______p1.csv,2660
2.79,7.6,9.55,50.33,0.91,4.26,0.62,0.89,3.97,0.99,0.29,0.28,17.26,0.0683,0.0963,0.0068,apb_633674537rwp26600782684_______p1.csv,2660
2.96,7.69,9.05,47.27,1.14,4.18,1.11,0.89,4.75,0.93,0.28,0.24,19.19,0.0716,0.0907,0.0107,apb_633835339rwp26620782858_______p1.csv,2662
2.94,7.36,8.73,47.5,1.16,3.71,1.19,0.93,4.62,0.94,0.29,0.24,20.1,0.0712,0.0946,0.0506,apb_633866592rwp26630782858_______p1.csv,2663
2.7,7.36,8.74,46.66,0.93,5.3,1.01,0.8,5.4,0.94,0.36,0.25,19.02,0.0727,0.0935,0.0236,apb_634071775rwp26650790000_______p1.csv,2665
3.26,6.75,9.34,50.21,1.07,3.02,0.98,0.89,5.29,1,0.29,0.25,17.41,0.0661,0.0947,0.0248,apb_634100820rwp26650790000_______p1.csv,2665
1.86,17.11,7.62,40.6,0.97,6.67,1.42,2.14,3.31,0.85,0.25,0.25,16.25,0.1052,0.3433,0.0486,apb_634193343rwp26660790000_______p1.csv,2666
2.89,7.78,8.54,42.04,1,5.46,1.68,0.74,7.27,0.92,0.3,0.33,20.69,0.0749,0.1097,0.0765,apb_634188396rwp26660790000_______p1.csv,2666
3.38,6.16,9.53,50.5,1.12,2.63,0.88,0.94,5.05,1,0.28,0.25,18.03,0.0658,0.0938,0.0219,apb_634119494rwp26660790000_______p1.csv,2666
2.93,6.72,9.03,48.42,1.25,4.12,0.71,0.93,5.18,1,0.3,0.25,18.74,0.0597,0.1746,0.0883,apb_634211807rwp26670790000_______p1.csv,2667
3.51,5.39,9.27,49.29,1.04,2.99,0.91,0.93,6.1,1.07,0.28,0.26,18.68,0.0716,0.1191,0.007,apb_635786182rwp26840790000_______p1.csv,2684
3.39,6.29,9.29,46.64,1.09,3.71,0.91,0.89,5.88,1.07,0.31,0.27,19.94,0.0739,0.1598,0.0131,apb_635812167rwp26850790000_______p1.csv,2685
3.68,5.58,9.46,50.55,1.12,1.43,0.84,0.96,5.28,1.06,0.31,0.25,19.23,0.0698,0.0988,0.0021,apb_635994374rwp26870790000_______p1.csv,2687
2.04,11.36,7.95,40.01,1.09,6.73,2.18,1.43,5.07,1,0.27,0.49,19.88,0.1283,0.1613,0.0822,apb_636319182rwp26900790000_______p1.csv,2690
1.57,8.57,5.09,26.38,0.62,4.89,1.97,0.24,3.6,0.58,0.14,6.33,39.65,0.0893,0.1593,0.075,apb_636345416rwp26910790000_______p1.csv,2691
2.69,7.99,8.2,39.71,0.95,14.05,0.84,0.53,5.92,0.87,0.33,0.23,17.52,0.0536,0.0358,0.0161,apb_636677991rwp26940790294_______p1.csv,2694
2.3,7.32,7.47,37.24,0.88,18.91,0.76,0.48,6.4,0.75,0.3,0.19,16.77,0.0564,0.036,0.0168,apb_636696498rwp26950790294_______p1.csv,2695
2.5,8.69,8.78,42.22,0.94,6.84,1.09,0.46,6.65,0.98,0.42,0.4,19.75,0.0601,0.045,0.0065,apb_636859227rwp26960790360_______p1.csv,2696
2.65,9.91,8.58,41.72,0.86,5.11,1.18,0.39,6.37,1,0.56,0.46,21.05,0.0593,0.0465,0.006,apb_636877813rwp26970790360_______p1.csv,2697
3.02,9.05,8.57,40.98,0.75,6.27,0.95,0.94,6.93,0.77,0.58,0.66,20.43,0.0301,0.0513,0.0068,apb_637124336rwp26990790474_______p1.csv,2699
3.18,8.81,9.11,42.36,0.7,5.48,0.97,1,6.51,0.83,0.51,0.59,19.79,0.0298,0.0522,0.0059,apb_637117469rwp26990790474_______p1.csv,2699
3.03,8.84,8.63,42.24,0.77,6.43,1.01,0.94,6.81,0.81,0.51,0.52,19.31,0.0343,0.0471,0.0048,apb_637142903rwp27000790474_______p1.csv,2700
3.15,8.71,8.82,40.98,0.76,6.49,1.33,0.89,6.34,0.9,0.46,0.51,20.53,0.0345,0.0329,0.0032,apb_637295701rwp27010790588_______p1.csv,2701
3.29,9.02,9,42.85,0.63,4.9,1.37,0.9,5.75,0.83,0.5,0.51,20.34,0.0368,0.034,0.0085,apb_637314268rwp27010790588_______p1.csv,2701
2.87,9.96,7.94,41.96,0.68,4.85,1.6,0.83,5.8,0.82,0.57,0.52,21.48,0.0385,0.0338,0.005,apb_637473635rwp27030790654_______p1.csv,2703
3,9.76,8.24,42.59,0.68,4.6,1.67,0.86,5.9,0.77,0.5,0.48,20.84,0.0406,0.0274,0.0054,apb_637492022rwp27030790654_______p1.csv,2703
3.08,9.25,8.22,39.18,0.64,7.18,1.61,0.84,6.36,0.84,0.55,0.56,21.58,0.0357,0.0331,0.0093,apb_637758121rwp27060790654_______p1.csv,2706
2.55,9.08,9.3,43.44,0.8,5.47,0.72,0.52,7.24,1.02,0.48,0.4,18.83,0.048,0.0324,0.004,apb_637739588rwp27060790654_______p1.csv,2706
3.05,8.44,9.22,41.7,0.84,6.37,1.17,0.81,6.25,0.83,0.45,0.52,20.1,0.039,0.0375,0.005,apb_639338259rwp27240790654_______p1.csv,2724
3.29,8.58,9.36,41.85,0.69,4.79,1.04,0.96,6.23,0.92,0.4,0.49,21.25,0.0387,0.0407,0.0056,apb_639366888rwp27250790654_______p1.csv,2725
3.45,9.36,8.86,39.54,0.59,4.58,0.81,1.09,7.1,0.87,0.42,0.54,22.67,0.0408,0.0353,0.0077,apb_639636460rwp27280790654_______p1.csv,2728
3.55,9.09,9.25,41.54,0.69,3.18,0.84,0.99,6.14,0.87,0.46,0.53,22.71,0.0455,0.0476,0.0068,apb_639708823rwp27280790654_______p1.csv,2728
2.64,9,9.23,44.23,0.81,4.31,0.61,0.44,7.07,0.96,0.53,0.42,19.62,0.0478,0.0238,0.0029,apb_639958456rwp27310790720_______p1.csv,2731
2.76,9.65,8.92,40.99,0.89,7.65,1.24,0.46,6.4,0.92,0.42,0.4,19.13,0.0545,0.0419,0.0053,apb_640142422rwp27330790972_______p1.csv,2733
2.8,9.28,8.77,42.03,0.92,6.06,1.17,0.44,6.47,0.97,0.42,0.42,20.08,0.0567,0.0448,0.0073,apb_640149296rwp27330790972_______p1.csv,2733
2.78,9.43,8.97,41.52,0.93,6.54,1.05,0.45,6.59,0.95,0.39,0.41,19.83,0.056,0.0448,0.0046,apb_640167869rwp27340790972_______p1.csv,2734
2.26,4.86,9.11,49.41,0.94,7.16,0.65,0.84,3.85,1.03,0.29,0.15,19.2,0.083,0.0956,0.0082,apb_641113000rwp27440791670_______p1.csv,2744
2.37,4.31,9.51,50.95,0.99,5.82,0.58,0.88,3.71,1.04,0.29,0.15,19.14,0.0828,0.0935,0.0074,apb_641141785rwp27450791670_______p1.csv,2745
2.33,4.76,8.73,48.32,1.03,9.16,1.27,0.86,5.79,1,0.29,0.11,15.98,0.0913,0.0972,0.0494,apb_641555663rwp27490792008_______p1.csv,2749
2.32,4.65,9.5,53.11,1.19,4.46,1.15,0.96,3.47,1.12,0.32,0.11,17.28,0.108,0.1103,0.0607,apb_641574403rwp27490792008_______p1.csv,2749
2.09,4.14,8.54,47.19,1.02,7.31,1.09,0.9,5.95,1.19,0.33,0.14,19.73,0.1142,0.1319,0.0376,apb_643686864rwp27730792008_______p1.csv,2773
2.34,5.07,8.81,48.04,1.08,6.91,1.35,0.88,5.3,1.11,0.34,0.15,18.27,0.0988,0.1089,0.053,apb_643706183rwp27730792008_______p1.csv,2773
2.23,4.74,8.74,46.87,1.03,7.48,1.12,0.91,6.11,1.08,0.38,0.17,18.82,0.0964,0.1039,0.02,apb_643863900rwp27750792008_______p1.csv,2775
2.11,4.71,8.69,47.51,1.05,6.99,0.91,0.78,6.22,1.1,0.41,0.22,19.02,0.0916,0.0876,0.0029,apb_643893801rwp27760792008_______p1.csv,2776
2.4,4.35,7.48,42.12,0.9,14.16,1.65,0.82,7.69,0.98,0.28,0.13,16.75,0.0794,0.072,0.0568,apb_644754250rwp27850800000_______p1.csv,2785
2.45,5.5,8.66,48,0.93,5.21,1.24,0.99,3.72,1.08,0.32,0.16,21.39,0.1015,0.0921,0.0799,apb_645373991rwp27920801398_______p1.csv,2792
2.4,4.83,8.97,50.37,1.08,3.94,1.18,1.08,3.07,1.1,0.3,0.13,21.17,0.0992,0.0951,0.0936,apb_645394104rwp27930801398_______p1.csv,2793
2.32,5.56,9.12,48.96,0.81,8.98,1.15,0.71,5.82,1.11,0.34,0.16,14.65,0.0954,0.1155,0.031,apb_646174828rwp28010810000_______p1.csv,2801
2.25,4.49,9.08,51.04,0.76,8.89,1.13,0.79,5.19,1.15,0.32,0.17,14.34,0.1018,0.1159,0.1029,apb_646193351rwp28020810000_______p1.csv,2802
2.48,5.65,8.58,43.21,0.9,12.4,1.01,0.76,7.66,1.04,0.32,0.13,15.6,0.0791,0.0952,0.0095,apb_646355748rwp28030810424_______p1.csv,2803
2.38,5.39,8.55,45.08,0.81,11.3,1.01,0.85,6.73,1.03,0.3,0.13,16.14,0.0821,0.0983,0.0095,apb_646374329rwp28040810424_______p1.csv,2804
2.64,5.5,9.07,48.45,0.88,4.8,1.19,1.09,2.65,1.1,0.29,0.14,21.9,0.0905,0.0917,0.0451,apb_647776010rwp28190820938_______p1.csv,2819
2.66,5.35,9.12,48.73,0.88,4.73,1.09,1.09,2.51,1.11,0.31,0.12,21.99,0.0899,0.0961,0.0349,apb_647795138rwp28200820938_______p1.csv,2820
2.3,7.04,9.16,48.45,0.95,5.28,1.96,0.98,3.28,1.15,0.35,0.79,17.8,0.0916,0.3177,0.0292,apb_648395233rwp28260821978_______p1.csv,2826
2.38,7.3,9.11,46.98,1.11,5.7,1.77,0.89,3.43,1.11,0.33,0.85,18.48,0.0878,0.3204,0.0311,apb_648413756rwp28270821978_______p1.csv,2827
2.41,7.49,9.01,47.14,0.87,6.06,1.66,0.88,3.26,1.14,0.33,0.5,18.81,0.0774,0.2444,0.0567,apb_649024304rwp28330822176_______p1.csv,2833
